,batting_team,bowling_team,city,current_score,balls_left,wickets_left,crr,last_five,runs_x
10444,India,West Indies,Mumbai,75,82,10,11.842105263157896,69.0,240
47048,Pakistan,Bangladesh,Kolkata,90,59,9,8.852459016393443,45.0,201
13981,South Africa,England,Cape Town,62,67,8,7.018867924528302,31.0,191
21455,Sri Lanka,New Zealand,Nottingham,87,49,7,7.352112676056338,31.0,158
27537,England,Pakistan,Dubai,133,7,6,7.061946902654867,41.0,148
41291,India,Sri Lanka,Mirpur,111,22,8,6.795918367346939,43.0,130
22722,England,South Africa,Johannesburg,163,18,6,9.588235294117647,52.0,202
24898,Sri Lanka,West Indies,Barbados,105,48,9,8.75,50.0,195
6279,Bangladesh,India,Colombo,57,74,7,7.434782608695652,32.0,166
35080,India,England,Mumbai,88,56,7,8.25,29.0,177
41277,India,Sri Lanka,Mirpur,93,36,8,6.642857142857143,42.0,130
29881,Australia,India,Melbourne,130,3,1,6.666666666666667,31.0,131
6456,South Africa,Sri Lanka,Colombo,98,21,1,5.9393939393939394,22.0,98
38417,New Zealand,West Indies,Auckland,101,47,7,8.301369863013699,42.0,189
24536,Pakistan,England,Barbados,91,40,6,6.825,29.0,147
15333,West Indies,England,London,57,72,9,7.125,30.0,169
15377,West Indies,England,London,138,30,6,9.2,54.0,169
42786,New Zealand,Pakistan,Dubai,72,49,7,6.084507042253521,23.0,144
7682,Bangladesh,West Indies,Lauderhill,139,22,6,8.510204081632653,63.0,171
19441,Australia,South Africa,Melbourne,71,82,9,11.210526315789474,58.0,182
35687,England,New Zealand,Auckland,110,59,7,10.819672131147541,69.0,214
24512,Pakistan,England,Barbados,71,64,8,7.607142857142857,40.0,147
39231,Sri Lanka,South Africa,Chittagong,63,76,8,8.590909090909092,41.0,165
43677,South Africa,Bangladesh,Mirpur,130,24,7,8.125,28.0,169
24387,Australia,Bangladesh,Barbados,51,64,7,5.464285714285714,23.0,141
38784,New Zealand,Bangladesh,Mirpur,115,47,8,9.452054794520548,42.0,204
35677,England,New Zealand,Auckland,91,69,8,10.705882352941176,62.0,214
38804,New Zealand,Bangladesh,Mirpur,151,29,8,9.956043956043956,63.0,204
14606,South Africa,Australia,Johannesburg,75,63,9,7.894736842105263,36.0,201
41648,Sri Lanka,Bangladesh,Chittagong,118,37,5,8.53012048192771,35.0,168
11635,India,West Indies,Lauderhill,67,73,9,8.553191489361701,46.0,167
35456,New Zealand,South Africa,Durban,54,54,3,4.909090909090909,27.0,86
23178,Pakistan,Sri Lanka,Colombo,90,54,7,8.181818181818182,37.0,172
4916,Pakistan,Sri Lanka,Lahore,79,57,9,7.523809523809524,38.0,180
26772,Pakistan,England,Cardiff,96,24,6,6.0,33.0,126
19926,India,Bangladesh,Nottingham,47,89,10,9.096774193548388,43.0,180
29505,Sri Lanka,Australia,Pallekele,176,9,7,9.513513513513514,72.0,198
38313,Sri Lanka,Pakistan,Dubai,149,28,8,9.717391304347826,51.0,211
23563,West Indies,Australia,Sydney,82,39,4,6.074074074074074,31.0,138
42370,New Zealand,Pakistan,Dubai,21,91,7,4.344827586206897,21.0,135
24117,Australia,Pakistan,St Lucia,49,89,10,9.483870967741936,49.0,191
44723,India,Australia,Adelaide,42,88,8,7.875,32.0,188
4840,Sri Lanka,Pakistan,Abu Dhabi,113,11,5,6.220183486238532,25.0,124
20579,England,South Africa,Nottingham,47,60,7,4.7,22.0,111
2777,Bangladesh,Sri Lanka,Colombo,58,83,7,9.405405405405405,44.0,155
42660,England,Australia,Cardiff,76,51,8,6.608695652173913,44.0,182
2145,New Zealand,Australia,Auckland,56,90,10,11.2,52.0,243
29753,Australia,India,Sydney,161,7,7,8.548672566371682,44.0,171
38432,New Zealand,West Indies,Auckland,124,33,5,8.551724137931034,55.0,189
32197,New Zealand,Sri Lanka,Pallekele,131,30,8,8.733333333333333,51.0,174
38,Australia,Sri Lanka,Melbourne,49,82,10,7.7368421052631575,42.0,168
38302,Sri Lanka,Pakistan,Dubai,132,37,9,9.542168674698795,58.0,211
8937,New Zealand,Pakistan,Dubai,126,14,5,7.132075471698113,42.0,153
28569,Pakistan,New Zealand,Christchurch,82,65,9,8.945454545454545,44.0,183
45026,Australia,India,Sydney,125,37,7,9.036144578313253,48.0,197
29743,Australia,India,Sydney,144,17,7,8.388349514563107,55.0,171
5541,India,Sri Lanka,Colombo,79,60,8,7.9,44.0,174
17387,Sri Lanka,Australia,Cape Town,86,18,2,5.0588235294117645,25.0,101
40010,Australia,West Indies,Mirpur,100,51,5,8.695652173913043,56.0,178
16187,New Zealand,India,Johannesburg,46,86,9,8.117647058823529,39.0,190
48890,Afghanistan,West Indies,Nagpur,54,53,6,4.835820895522388,21.0,123
44129,Pakistan,Sri Lanka,Colombo,67,65,8,7.3090909090909095,41.0,175
37236,England,Australia,Melbourne,63,69,5,7.411764705882353,33.0,130
45719,Sri Lanka,New Zealand,Auckland,39,81,8,6.0,30.0,142
22040,India,New Zealand,Wellington,57,75,7,7.6,37.0,149
10141,South Africa,India,Chandigarh,123,22,7,7.530612244897959,35.0,149
3212,West Indies,Pakistan,Trinidad,94,19,3,5.584158415841584,27.0,124
25360,Australia,Sri Lanka,Barbados,31,90,6,6.2,30.0,168
1056,India,England,Bangalore,84,53,8,7.522388059701493,31.0,202
25408,Australia,Sri Lanka,Barbados,78,42,5,6.0,24.0,168
2016,New Zealand,England,Wellington,41,90,9,8.2,41.0,196
9152,West Indies,India,Kolkata,56,43,4,4.363636363636363,12.0,109
14535,West Indies,New Zealand,Auckland,105,11,5,5.779816513761468,30.0,126
49843,Sri Lanka,India,Mirpur,36,71,7,4.408163265306122,21.0,138
3298,Afghanistan,West Indies,St Kitts,46,55,5,4.246153846153846,14.0,110
22404,India,New Zealand,Christchurch,56,83,7,9.08108108108108,37.0,162
12280,Pakistan,England,Manchester,162,21,8,9.818181818181818,53.0,195
38398,New Zealand,West Indies,Auckland,66,66,7,7.333333333333333,27.0,189
49348,England,West Indies,Kolkata,30,87,7,5.454545454545454,29.0,155
48171,India,Bangladesh,Bangalore,104,33,7,7.172413793103448,49.0,146
23386,New Zealand,Sri Lanka,Colombo,42,92,10,9.0,42.0,170
38821,New Zealand,Bangladesh,Mirpur,181,13,7,10.149532710280374,52.0,204
17122,New Zealand,South Africa,Durban,124,27,6,8.0,46.0,153
23594,West Indies,Australia,Sydney,115,9,3,6.216216216216216,32.0,138
22202,New Zealand,West Indies,Auckland,102,38,7,7.463414634146342,40.0,155
19874,Australia,West Indies,London,131,18,5,7.705882352941177,46.0,169
19841,Australia,West Indies,London,82,49,6,6.929577464788732,43.0,169
2218,New Zealand,Australia,Auckland,212,19,8,12.594059405940595,60.0,243
2452,New Zealand,Australia,Auckland,110,38,2,8.048780487804878,30.0,150
19052,Australia,England,Manchester,129,14,7,7.30188679245283,53.0,145
24248,South Africa,Afghanistan,Barbados,53,80,8,7.95,38.0,139
18080,India,Australia,Melbourne,39,68,5,4.5,19.0,74
32095,Bangladesh,Pakistan,Pallekele,157,11,6,8.642201834862385,38.0,175
20077,England,Pakistan,London,87,67,8,9.849056603773585,46.0,185
25291,West Indies,India,Barbados,106,36,9,7.571428571428571,48.0,169
11562,West Indies,India,Lauderhill,74,20,3,4.44,21.0,95
12707,Sri Lanka,Pakistan,Lahore,34,89,7,6.580645161290323,30.0,147
5452,Sri Lanka,India,Mumbai,100,24,4,6.25,28.0,135
23647,Australia,Pakistan,Melbourne,60,76,8,8.181818181818182,39.0,127
12476,Sri Lanka,Pakistan,Lahore,70,74,10,9.130434782608695,45.0,165
15514,West Indies,South Africa,Johannesburg,178,22,7,10.89795918367347,47.0,205
10631,New Zealand,England,Christchurch,118,21,6,7.151515151515151,39.0,153
49789,Bangladesh,Sri Lanka,Mirpur,142,2,4,7.220338983050848,45.0,147
15122,South Africa,India,Johannesburg,85,34,5,5.930232558139535,35.0,126
9590,England,South Africa,Durban,90,61,7,9.152542372881356,53.0,204
2916,Bangladesh,Sri Lanka,Colombo,80,71,8,9.795918367346939,48.0,176
45612,New Zealand,Sri Lanka,Mount Maunganui,84,67,10,9.50943396226415,35.0,182
6457,South Africa,Sri Lanka,Colombo,98,20,0,5.88,22.0,98
29441,Sri Lanka,Australia,Pallekele,67,70,8,8.04,35.0,198
11920,Australia,England,Southampton,99,32,5,6.75,41.0,157
10350,India,Bangladesh,Nagpur,87,55,8,8.03076923076923,50.0,174
13048,Bangladesh,Pakistan,Lahore,130,3,4,6.666666666666667,43.0,136
43364,England,South Africa,Johannesburg,38,87,9,6.909090909090909,36.0,171
27700,Australia,England,Melbourne,51,88,9,9.5625,51.0,147
22981,Australia,Pakistan,Dubai,107,6,1,5.631578947368421,13.0,108
28790,Pakistan,South Africa,Abu Dhabi,38,93,9,8.444444444444445,36.0,119
28306,Pakistan,New Zealand,Auckland,60,81,8,9.23076923076923,47.0,143
1288,West Indies,India,Lauderhill,66,71,8,8.081632653061224,42.0,143
15837,India,Pakistan,Durban,44,68,6,5.076923076923077,25.0,141
46533,South Africa,Sri Lanka,Johannesburg,44,80,7,6.6,39.0,113
11806,England,Australia,Southampton,121,25,5,7.6421052631578945,36.0,162
2946,Bangladesh,Sri Lanka,Colombo,124,42,8,9.538461538461538,44.0,176
29206,South Africa,Australia,Cape Town,67,53,8,6.0,31.0,146
43158,South Africa,Australia,Sydney,93,47,8,7.6438356164383565,33.0,145
17819,India,Australia,Durban,37,81,9,5.6923076923076925,30.0,188
1098,India,England,Bangalore,177,12,7,9.833333333333334,58.0,202
45435,Sri Lanka,England,Southampton,140,0,0,7.0,31.0,140
225,Australia,Sri Lanka,Adelaide,148,23,8,9.154639175257731,47.0,187
21795,Sri Lanka,West Indies,London,49,74,10,6.391304347826087,38.0,158
19970,India,Bangladesh,Nottingham,99,45,9,7.92,39.0,180
48910,Afghanistan,West Indies,Nagpur,69,33,5,4.758620689655173,19.0,123
9042,Pakistan,New Zealand,Dubai,113,29,9,7.450549450549451,46.0,166
45260,England,Pakistan,Dubai,83,48,7,6.916666666666667,34.0,172
44529,South Africa,Australia,Johannesburg,122,36,7,8.714285714285714,41.0,204
39808,West Indies,Bangladesh,Mirpur,167,5,6,8.71304347826087,53.0,171
39688,South Africa,New Zealand,Chittagong,168,1,4,8.470588235294118,69.0,170
48936,Afghanistan,West Indies,Nagpur,105,8,3,5.625,39.0,123
26514,New Zealand,Australia,Wellington,81,36,6,5.785714285714286,38.0,118
28572,Pakistan,New Zealand,Christchurch,85,62,9,8.793103448275861,38.0,183
20081,England,Pakistan,London,88,64,8,9.428571428571429,34.0,185
31391,New Zealand,Bangladesh,Pallekele,29,90,9,5.8,29.0,191
5290,India,South Africa,Cape Town,83,57,8,7.904761904761905,29.0,172
14989,Sri Lanka,New Zealand,Auckland,60,52,4,5.294117647058823,17.0,115
199,Australia,Sri Lanka,Adelaide,106,49,9,8.95774647887324,40.0,187
31334,India,Afghanistan,Colombo,121,21,6,7.333333333333333,48.0,159
46689,South Africa,Sri Lanka,Cape Town,105,45,9,8.4,46.0,169
45850,Pakistan,New Zealand,Auckland,56,75,8,7.466666666666667,49.0,171
9134,West Indies,India,Kolkata,48,61,6,4.88135593220339,17.0,109
11516,West Indies,India,Lauderhill,43,66,5,4.777777777777778,21.0,95
18675,England,New Zealand,Auckland,74,73,7,9.446808510638299,47.0,184
41840,South Africa,West Indies,Cape Town,33,89,8,6.387096774193548,32.0,165
16867,Australia,Pakistan,Johannesburg,115,35,6,8.117647058823529,34.0,164
24741,Australia,India,Barbados,55,82,10,8.68421052631579,51.0,184
31094,England,Pakistan,Abu Dhabi,110,11,4,6.055045871559633,33.0,129
10209,India,Bangladesh,Delhi,50,74,8,6.521739130434782,32.0,148
39004,Afghanistan,Bangladesh,Mirpur,41,74,6,5.3478260869565215,30.0,72
36195,Pakistan,Australia,Dubai,96,37,8,6.9397590361445785,42.0,151
15392,West Indies,England,London,153,15,5,8.742857142857142,45.0,169
2181,New Zealand,Australia,Auckland,133,55,9,12.276923076923078,67.0,243
10080,South Africa,India,Chandigarh,40,83,9,6.486486486486487,33.0,149
47306,South Africa,England,Mumbai,134,48,7,11.166666666666666,38.0,229
42395,New Zealand,Pakistan,Dubai,56,67,7,6.339622641509434,36.0,135
24685,South Africa,New Zealand,Barbados,133,18,7,7.823529411764706,54.0,170
25265,West Indies,India,Barbados,66,61,10,6.711864406779661,40.0,169
5787,Sri Lanka,Bangladesh,Colombo,81,71,9,9.918367346938776,38.0,214
21200,England,India,London,75,53,8,6.7164179104477615,31.0,153
35476,New Zealand,South Africa,Durban,64,34,2,4.465116279069767,23.0,86
9845,Australia,South Africa,Johannesburg,98,62,8,10.137931034482758,36.0,196
50144,Sri Lanka,Pakistan,Mirpur,127,13,6,7.121495327102804,34.0,150
20367,South Africa,New Zealand,London,94,24,5,5.875,31.0,128
47538,South Africa,Afghanistan,Mumbai,99,48,7,8.25,31.0,209
40182,Bangladesh,India,Mirpur,130,7,5,6.902654867256637,45.0,138
4564,India,New Zealand,Delhi,95,53,10,8.507462686567164,47.0,202
37640,England,West Indies,Barbados,106,34,6,7.395348837209302,56.0,152
25937,West Indies,Australia,St Lucia,98,11,1,5.394495412844036,18.0,105
19499,Australia,South Africa,Melbourne,154,25,5,9.726315789473684,42.0,182
35263,New Zealand,England,London,200,1,6,10.084033613445378,44.0,201
447,New Zealand,Bangladesh,Mount Maunganui,83,47,7,6.821917808219178,38.0,194
35060,India,England,Mumbai,67,76,8,9.136363636363637,50.0,177
19893,Australia,West Indies,London,168,0,3,8.4,55.0,169
8631,Pakistan,Australia,Dubai,66,72,10,8.25,51.0,150
27007,Pakistan,New Zealand,Dubai,109,37,7,7.879518072289157,38.0,153
17770,New Zealand,Pakistan,Cape Town,123,9,3,6.648648648648648,36.0,143
35212,New Zealand,England,London,115,49,8,9.71830985915493,51.0,201
3496,Afghanistan,West Indies,St Kitts,55,71,8,6.73469387755102,28.0,146
43159,South Africa,Australia,Sydney,94,46,8,7.621621621621622,34.0,145
36926,India,Pakistan,Bangalore,125,8,1,6.696428571428571,22.0,133
6330,Bangladesh,India,Colombo,120,24,5,7.5,46.0,166
32764,West Indies,Sri Lanka,Pallekele,34,76,8,4.636363636363637,26.0,129
37552,West Indies,England,Barbados,169,1,7,8.521008403361344,54.0,170
14294,South Africa,New Zealand,Johannesburg,129,5,1,6.730434782608696,22.0,133
21937,Sri Lanka,Pakistan,London,65,54,6,5.909090909090909,31.0,138
45137,England,Pakistan,Dubai,79,49,7,6.676056338028169,36.0,160
25643,New Zealand,England,St Lucia,69,53,7,6.17910447761194,29.0,149
28434,New Zealand,Pakistan,Hamilton,54,80,9,8.1,48.0,185
13134,Australia,India,Sydney,123,41,7,9.341772151898734,47.0,194
46940,England,West Indies,Mumbai,100,46,8,8.108108108108109,39.0,182
44632,South Africa,Australia,Cape Town,89,57,8,8.476190476190476,29.0,178
31943,India,England,Colombo,111,34,8,7.744186046511628,36.0,170
38303,Sri Lanka,Pakistan,Dubai,133,36,9,9.5,58.0,211
488,New Zealand,Bangladesh,Mount Maunganui,177,6,6,9.31578947368421,74.0,194
25443,Australia,Sri Lanka,Barbados,151,7,5,8.017699115044248,65.0,168
49542,India,Bangladesh,Mirpur,138,17,6,8.03883495145631,60.0,166
18495,New Zealand,South Africa,Johannesburg,118,8,3,6.321428571428571,36.0,129
27886,New Zealand,Sri Lanka,Lauderhill,94,24,5,5.875,36.0,120
5593,India,Sri Lanka,Colombo,156,9,6,8.432432432432432,49.0,174
38669,Sri Lanka,England,London,100,41,6,7.594936708860759,31.0,183
1148,West Indies,India,Lauderhill,78,85,10,13.371428571428572,65.0,245
28833,Pakistan,South Africa,Abu Dhabi,80,51,6,6.956521739130435,36.0,119
408,New Zealand,Bangladesh,Mount Maunganui,41,86,8,7.235294117647059,32.0,194
2440,New Zealand,Australia,Auckland,98,50,4,8.4,32.0,150
3313,Afghanistan,West Indies,St Kitts,57,40,3,4.275,16.0,110
18355,Australia,India,Mumbai,122,21,6,7.393939393939394,29.0,166
29943,South Africa,New Zealand,Wellington,59,59,6,5.80327868852459,23.0,147
3170,West Indies,Pakistan,Trinidad,55,61,8,5.593220338983051,20.0,124
50425,Sri Lanka,Australia,Colombo,58,70,7,6.96,33.0,128
40548,India,Australia,Mirpur,121,20,6,7.26,52.0,159
37403,Australia,England,Sydney,137,28,6,8.934782608695652,49.0,195
23535,West Indies,Australia,Sydney,52,67,6,5.886792452830188,25.0,138
28118,Pakistan,South Africa,Abu Dhabi,86,24,4,5.375,30.0,120
43819,New Zealand,South Africa,Durban,143,3,2,7.333333333333333,24.0,151
22433,India,New Zealand,Christchurch,86,55,4,7.938461538461539,30.0,162
47746,Bangladesh,Australia,Bangalore,25,88,8,4.6875,24.0,156
19218,Australia,South Africa,Johannesburg,72,57,5,6.857142857142857,42.0,166
44682,South Africa,Australia,Cape Town,156,7,7,8.283185840707965,38.0,178
5061,India,South Africa,Johannesburg,144,38,7,10.536585365853659,40.0,203
49056,Sri Lanka,South Africa,Delhi,113,11,2,6.220183486238532,28.0,120
12404,Pakistan,England,Manchester,155,22,7,9.489795918367347,51.0,190
169,Australia,Sri Lanka,Adelaide,66,78,10,9.428571428571429,47.0,187
9242,Australia,Sri Lanka,Adelaide,67,75,10,8.933333333333334,45.0,233
16818,Australia,Pakistan,Johannesburg,58,84,8,9.666666666666666,50.0,164
7752,Bangladesh,West Indies,Lauderhill,79,73,8,10.085106382978724,48.0,184
9153,West Indies,India,Kolkata,56,42,4,4.3076923076923075,12.0,109
9185,West Indies,India,Kolkata,92,10,2,5.0181818181818185,36.0,109
13128,Australia,India,Sydney,115,47,8,9.452054794520548,45.0,194
19397,South Africa,Australia,Centurion,145,5,5,7.565217391304348,50.0,156
3987,Pakistan,New Zealand,Wellington,90,9,2,4.864864864864865,37.0,105
37003,Sri Lanka,Bangladesh,Pallekele,91,53,7,8.149253731343284,29.0,198
33141,West Indies,New Zealand,Pallekele,65,73,7,8.297872340425531,35.0,139
18023,India,Pakistan,Johannesburg,152,3,5,7.794871794871795,43.0,157
8381,Pakistan,Australia,Abu Dhabi,51,76,9,6.954545454545454,31.0,155
41763,Bangladesh,Sri Lanka,Chittagong,70,43,4,5.454545454545454,23.0,120
41997,South Africa,West Indies,Johannesburg,126,57,7,12.0,69.0,231
20758,Sri Lanka,Pakistan,London,134,15,5,7.6571428571428575,33.0,150
29914,South Africa,New Zealand,Wellington,36,88,8,6.75,35.0,147
20867,India,West Indies,London,98,29,6,6.461538461538462,41.0,153
29866,Australia,India,Melbourne,114,18,5,6.705882352941177,27.0,131
39785,West Indies,Bangladesh,Mirpur,118,27,8,7.612903225806452,34.0,171
15376,West Indies,England,London,137,31,6,9.235955056179776,59.0,169
904,India,England,Nagpur,54,78,9,7.714285714285714,44.0,144
23599,West Indies,Australia,Sydney,123,4,3,6.362068965517241,35.0,138
14113,England,Australia,Southampton,90,62,8,9.310344827586206,51.0,179
13600,Pakistan,New Zealand,Auckland,31,79,6,4.536585365853658,19.0,153
15956,New Zealand,Sri Lanka,Johannesburg,60,71,8,7.346938775510204,41.0,164
94,Australia,Sri Lanka,Melbourne,119,27,7,7.67741935483871,41.0,168
40636,Sri Lanka,New Zealand,Chittagong,60,58,7,5.806451612903226,25.0,119
1104,India,England,Bangalore,182,6,6,9.578947368421053,57.0,202
39421,Pakistan,Australia,Mirpur,168,14,6,9.50943396226415,47.0,191
31476,New Zealand,Bangladesh,Pallekele,181,5,8,9.443478260869565,68.0,191
40295,South Africa,England,Chittagong,137,19,7,8.138613861386139,40.0,196
48303,Australia,Pakistan,Chandigarh,135,24,6,8.4375,44.0,193
13343,West Indies,New Zealand,Auckland,59,87,5,10.727272727272727,51.0,180
17990,India,Pakistan,Johannesburg,107,35,7,7.552941176470588,48.0,157
2419,New Zealand,Australia,Auckland,75,71,6,9.183673469387756,32.0,150
40513,India,Australia,Mirpur,66,52,7,5.823529411764706,20.0,159
39779,West Indies,Bangladesh,Mirpur,115,33,8,7.931034482758621,42.0,171
19497,Australia,South Africa,Melbourne,154,27,6,9.935483870967742,50.0,182
19960,India,Bangladesh,Nottingham,84,55,9,7.753846153846154,30.0,180
49658,Pakistan,India,Mirpur,71,24,2,4.4375,19.0,83
45275,England,Pakistan,Dubai,112,34,6,7.813953488372093,47.0,172
29952,South Africa,New Zealand,Wellington,69,50,6,5.914285714285715,27.0,147
10889,New Zealand,India,Auckland,78,76,10,10.636363636363637,53.0,203
31728,West Indies,Australia,Colombo,187,1,2,9.428571428571429,49.0,191
3291,Afghanistan,West Indies,St Kitts,43,62,6,4.448275862068965,17.0,110
16230,New Zealand,India,Johannesburg,91,44,5,7.184210526315789,27.0,190
14726,Australia,England,Sydney,104,67,8,11.773584905660377,71.0,221
6889,Sri Lanka,South Africa,Cape Town,61,64,7,6.535714285714286,31.0,134
27011,Pakistan,New Zealand,Dubai,110,33,7,7.586206896551724,38.0,153
17889,India,Australia,Durban,161,12,6,8.944444444444445,65.0,188
45434,Sri Lanka,England,Southampton,140,1,1,7.0588235294117645,31.0,140
18868,England,New Zealand,Christchurch,188,3,4,9.64102564102564,64.0,193
11948,Australia,England,Southampton,141,4,4,7.293103448275862,47.0,157
10561,New Zealand,England,Christchurch,30,91,9,6.206896551724138,30.0,153
27206,Sri Lanka,India,Chandigarh,64,85,9,10.971428571428572,54.0,206
38406,New Zealand,West Indies,Auckland,74,58,7,7.161290322580645,25.0,189
